source_id,source_path,source_sha,line,mac_command_id,classification,milestone,status,evidence
CreateFolderWithSelection,src/Files.App/Actions/FileSystem/CreateFolderWithSelectionAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/CreateFolderWithSelectionAction.cs#L6
CreateShortcut,src/Files.App/Actions/FileSystem/CreateShortcutAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/CreateShortcutAction.cs#L6
CreateShortcutFromDialog,src/Files.App/Actions/FileSystem/CreateShortcutFromDialogAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/CreateShortcutFromDialogAction.cs#L6
DeleteItem,src/Files.App/Actions/FileSystem/DeleteItemAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/DeleteItemAction.cs#L6
DeleteItemPermanently,src/Files.App/Actions/FileSystem/DeleteItemPermanentlyAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/DeleteItemPermanentlyAction.cs#L6
EmptyRecycleBin,src/Files.App/Actions/FileSystem/EmptyRecycleBinAction.cs,99951c66928c4da714da8b1dd46039421182cbab,9,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/EmptyRecycleBinAction.cs#L9
FlattenFolder,src/Files.App/Actions/FileSystem/FlattenFolderAction.cs,99951c66928c4da714da8b1dd46039421182cbab,12,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/FlattenFolderAction.cs#L12
FormatDrive,src/Files.App/Actions/FileSystem/FormatDriveAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/FormatDriveAction.cs#L6
FormatDriveFromHome,src/Files.App/Actions/FileSystem/FormatDriveFromHomeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/FormatDriveFromHomeAction.cs#L6
FormatDriveFromSidebar,src/Files.App/Actions/FileSystem/FormatDriveFromSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/FormatDriveFromSidebarAction.cs#L6
OpenFileLocation,src/Files.App/Actions/FileSystem/OpenFileLocationAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/OpenFileLocationAction.cs#L8
OpenItem,src/Files.App/Actions/FileSystem/OpenItemAction.cs,99951c66928c4da714da8b1dd46039421182cbab,9,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/OpenItemAction.cs#L9
OpenItemWithApplicationPicker,src/Files.App/Actions/FileSystem/OpenItemAction.cs,99951c66928c4da714da8b1dd46039421182cbab,58,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/OpenItemAction.cs#L58
OpenParentFolder,src/Files.App/Actions/FileSystem/OpenItemAction.cs,99951c66928c4da714da8b1dd46039421182cbab,105,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/OpenItemAction.cs#L105
PasteItem,src/Files.App/Actions/FileSystem/PasteItemAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/PasteItemAction.cs#L6
PasteItemAsShortcut,src/Files.App/Actions/FileSystem/PasteItemAsShortcutAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/PasteItemAsShortcutAction.cs#L6
PasteItemToSelection,src/Files.App/Actions/FileSystem/PasteItemToSelectionAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/PasteItemToSelectionAction.cs#L6
Rename,src/Files.App/Actions/FileSystem/RenameAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/RenameAction.cs#L6
RestoreAllRecycleBin,src/Files.App/Actions/FileSystem/RestoreAllRecycleBinAction.cs,99951c66928c4da714da8b1dd46039421182cbab,9,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/RestoreAllRecycleBinAction.cs#L9
RestoreRecycleBin,src/Files.App/Actions/FileSystem/RestoreRecycleBinAction.cs,99951c66928c4da714da8b1dd46039421182cbab,10,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/RestoreRecycleBinAction.cs#L10
CopyItem,src/Files.App/Actions/FileSystem/Transfer/CopyItemAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/Transfer/CopyItemAction.cs#L8
CutItem,src/Files.App/Actions/FileSystem/Transfer/CutItemAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/FileSystem/Transfer/CutItemAction.cs#L8
GitClone,src/Files.App/Actions/Git/GitCloneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Git/GitCloneAction.cs#L6
GitFetch,src/Files.App/Actions/Git/GitFetchAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Git/GitFetchAction.cs#L6
GitInit,src/Files.App/Actions/Git/GitInitAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Git/GitInitAction.cs#L6
GitPull,src/Files.App/Actions/Git/GitPullAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Git/GitPullAction.cs#L6
GitPush,src/Files.App/Actions/Git/GitPushAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Git/GitPushAction.cs#L6
GitSync,src/Files.App/Actions/Git/GitSyncAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Git/GitSyncAction.cs#L6
EditPath,src/Files.App/Actions/Global/EditPathAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/EditPathAction.cs#L6
EnterCompactOverlay,src/Files.App/Actions/Global/EnterCompactOverlayAction.cs,99951c66928c4da714da8b1dd46039421182cbab,9,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/EnterCompactOverlayAction.cs#L9
ExitCompactOverlay,src/Files.App/Actions/Global/ExitCompactOverlayAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/ExitCompactOverlayAction.cs#L8
OpenHelp,src/Files.App/Actions/Global/OpenHelpAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/OpenHelpAction.cs#L8
Redo,src/Files.App/Actions/Global/RedoAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/RedoAction.cs#L6
Search,src/Files.App/Actions/Global/SearchAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/SearchAction.cs#L6
SetDarkTheme,src/Files.App/Actions/Global/SetDarkThemeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/SetDarkThemeAction.cs#L8
SetDefaultTheme,src/Files.App/Actions/Global/SetDefaultThemeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/SetDefaultThemeAction.cs#L8
SetLightTheme,src/Files.App/Actions/Global/SetLightThemeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/SetLightThemeAction.cs#L8
ToggleAppTheme,src/Files.App/Actions/Global/ToggleAppThemeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/ToggleAppThemeAction.cs#L8
ToggleCompactOverlay,src/Files.App/Actions/Global/ToggleCompactOverlayAction.cs,99951c66928c4da714da8b1dd46039421182cbab,9,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/ToggleCompactOverlayAction.cs#L9
ToggleFullScreen,src/Files.App/Actions/Global/ToggleFullScreenAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/ToggleFullScreenAction.cs#L8
Undo,src/Files.App/Actions/Global/UndoAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Global/UndoAction.cs#L6
ArrangePanesHorizontally,src/Files.App/Actions/Navigation/ArrangePanesHorizontallyAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/ArrangePanesHorizontallyAction.cs#L6
ArrangePanesVertically,src/Files.App/Actions/Navigation/ArrangePanesVerticallyAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/ArrangePanesVerticallyAction.cs#L6
CloseActivePane,src/Files.App/Actions/Navigation/CloseActivePaneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/CloseActivePaneAction.cs#L6
CloseAllTabs,src/Files.App/Actions/Navigation/CloseAllTabsAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/CloseAllTabsAction.cs#L6
CloseOtherTabsSelected,src/Files.App/Actions/Navigation/CloseOtherTabsSelectedAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/CloseOtherTabsSelectedAction.cs#L6
CloseSelectedTab,src/Files.App/Actions/Navigation/CloseSelectedTabAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/CloseSelectedTabAction.cs#L6
CloseTabsToTheLeftSelected,src/Files.App/Actions/Navigation/CloseTabsToTheLeftSelectedAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/CloseTabsToTheLeftSelectedAction.cs#L6
CloseTabsToTheRightSelected,src/Files.App/Actions/Navigation/CloseTabsToTheRightSelectedAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/CloseTabsToTheRightSelectedAction.cs#L6
DuplicateSelectedTab,src/Files.App/Actions/Navigation/DuplicateSelectedTabAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/DuplicateSelectedTabAction.cs#L6
FocusOtherPane,src/Files.App/Actions/Navigation/FocusOtherPane.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/FocusOtherPane.cs#L6
NavigateBack,src/Files.App/Actions/Navigation/NavigateBackAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/NavigateBackAction.cs#L6
NavigateForward,src/Files.App/Actions/Navigation/NavigateForwardAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/NavigateForwardAction.cs#L6
NavigateHome,src/Files.App/Actions/Navigation/NavigateHomeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/NavigateHomeAction.cs#L6
NavigateUp,src/Files.App/Actions/Navigation/NavigateUpAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/NavigateUpAction.cs#L6
NewTab,src/Files.App/Actions/Navigation/NewTabAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/NewTabAction.cs#L6
NewWindow,src/Files.App/Actions/Navigation/NewWindowAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/NewWindowAction.cs#L6
NextTab,src/Files.App/Actions/Navigation/NextTabAction.cs,99951c66928c4da714da8b1dd46039421182cbab,9,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/NextTabAction.cs#L9
OpenCurrentFolderInOtherPane,src/Files.App/Actions/Navigation/OpenCurrentFolderInOtherPane/OpenCurrentFolderInOtherPaneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenCurrentFolderInOtherPane/OpenCurrentFolderInOtherPaneAction.cs#L6
OpenInNewPane,src/Files.App/Actions/Navigation/OpenInNewPane/OpenInNewPaneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInNewPane/OpenInNewPaneAction.cs#L6
OpenInNewPaneFromHome,src/Files.App/Actions/Navigation/OpenInNewPane/OpenInNewPaneFromHomeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInNewPane/OpenInNewPaneFromHomeAction.cs#L6
OpenInNewPaneFromSidebar,src/Files.App/Actions/Navigation/OpenInNewPane/OpenInNewPaneFromSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInNewPane/OpenInNewPaneFromSidebarAction.cs#L6
OpenInNewTab,src/Files.App/Actions/Navigation/OpenInNewTab/OpenInNewTabAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInNewTab/OpenInNewTabAction.cs#L6
OpenInNewTabFromHome,src/Files.App/Actions/Navigation/OpenInNewTab/OpenInNewTabFromHomeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInNewTab/OpenInNewTabFromHomeAction.cs#L6
OpenInNewTabFromSidebar,src/Files.App/Actions/Navigation/OpenInNewTab/OpenInNewTabFromSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInNewTab/OpenInNewTabFromSidebarAction.cs#L6
OpenInNewWindow,src/Files.App/Actions/Navigation/OpenInNewWindow/OpenInNewWindowAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInNewWindow/OpenInNewWindowAction.cs#L6
OpenInNewWindowFromHome,src/Files.App/Actions/Navigation/OpenInNewWindow/OpenInNewWindowFromHomeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInNewWindow/OpenInNewWindowFromHomeAction.cs#L6
OpenInNewWindowFromSidebar,src/Files.App/Actions/Navigation/OpenInNewWindow/OpenInNewWindowFromSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInNewWindow/OpenInNewWindowFromSidebarAction.cs#L6
OpenInOtherPane,src/Files.App/Actions/Navigation/OpenInOtherPane/OpenInOtherPaneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInOtherPane/OpenInOtherPaneAction.cs#L6
OpenInOtherPaneFromHome,src/Files.App/Actions/Navigation/OpenInOtherPane/OpenInOtherPaneFromHomeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInOtherPane/OpenInOtherPaneFromHomeAction.cs#L6
OpenInOtherPaneFromSidebar,src/Files.App/Actions/Navigation/OpenInOtherPane/OpenInOtherPaneFromSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/OpenInOtherPane/OpenInOtherPaneFromSidebarAction.cs#L6
PreviousTab,src/Files.App/Actions/Navigation/PreviousTabAction.cs,99951c66928c4da714da8b1dd46039421182cbab,9,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/PreviousTabAction.cs#L9
ReopenClosedTab,src/Files.App/Actions/Navigation/ReopenClosedTabAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/ReopenClosedTabAction.cs#L6
SplitPaneHorizontally,src/Files.App/Actions/Navigation/SplitPaneHorizontallyAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/SplitPaneHorizontallyAction.cs#L6
SplitPaneVertically,src/Files.App/Actions/Navigation/SplitPaneVerticallyAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Navigation/SplitPaneVerticallyAction.cs#L6
CustomizeToolbar,src/Files.App/Actions/Open/CustomizeToolbarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/CustomizeToolbarAction.cs#L8
EditInNotepad,src/Files.App/Actions/Open/EditInNotepadAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/EditInNotepadAction.cs#L8
OpenClassicProperties,src/Files.App/Actions/Open/OpenClassicPropertiesAction.cs,99951c66928c4da714da8b1dd46039421182cbab,10,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenClassicPropertiesAction.cs#L10
OpenCommandPalette,src/Files.App/Actions/Open/OpenCommandPaletteAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenCommandPaletteAction.cs#L6
OpenInIDE,src/Files.App/Actions/Open/OpenInIDEAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenInIDEAction.cs#L6
OpenLogFile,src/Files.App/Actions/Open/OpenLogFileAction.cs,99951c66928c4da714da8b1dd46039421182cbab,12,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenLogFileAction.cs#L12
OpenLogFileLocation,src/Files.App/Actions/Open/OpenLogFileLocationAction.cs,99951c66928c4da714da8b1dd46039421182cbab,9,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenLogFileLocationAction.cs#L9
OpenProperties,src/Files.App/Actions/Open/OpenPropertiesAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenPropertiesAction.cs#L6
OpenReleaseNotes,src/Files.App/Actions/Open/OpenReleaseNotesAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenReleaseNotesAction.cs#L6
OpenRepoInIDE,src/Files.App/Actions/Open/OpenRepoInIDEAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenRepoInIDEAction.cs#L6
OpenSettings,src/Files.App/Actions/Open/OpenSettingsAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenSettingsAction.cs#L6
OpenSettingsFile,src/Files.App/Actions/Open/OpenSettingsFileAction.cs,99951c66928c4da714da8b1dd46039421182cbab,12,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenSettingsFileAction.cs#L12
OpenStorageSense,src/Files.App/Actions/Open/OpenStorageSenseAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenStorageSenseAction.cs#L6
