source_key,type,default_expression,source_path,source_sha,line,classification,status,evidence
GitStatusColumnWidth,double,80d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,68,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L68
GitLastCommitDateColumnWidth,double,140d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,78,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L78
GitLastCommitMessageColumnWidth,double,140d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,88,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L88
GitCommitAuthorColumnWidth,double,140d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,98,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L98
GitLastCommitShaColumnWidth,double,80d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,108,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L108
TagColumnWidth,double,140d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,118,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L118
NameColumnWidth,double,240d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,128,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L128
DateModifiedColumnWidth,double,200d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,134,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L134
TypeColumnWidth,double,140d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,144,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L144
DateCreatedColumnWidth,double,200d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,154,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L154
SizeColumnWidth,double,100d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,164,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L164
DateDeletedColumnWidth,double,200d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,174,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L174
PathColumnWidth,double,200d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,184,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L184
OriginalPathColumnWidth,double,200d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,194,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L194
SyncStatusColumnWidth,double,50d,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,204,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L204
ShowDateColumn,bool,true,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,214,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L214
ShowDateCreatedColumn,bool,false,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,220,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L220
ShowTypeColumn,bool,true,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,226,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L226
ShowSizeColumn,bool,true,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,232,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L232
ShowGitStatusColumn,bool,false,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,238,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L238
ShowGitLastCommitDateColumn,bool,false,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,244,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L244
ShowGitLastCommitMessageColumn,bool,false,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,250,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L250
ShowGitCommitAuthorColumn,bool,false,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,256,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L256
ShowGitLastCommitShaColumn,bool,false,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,262,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L262
ShowFileTagColumn,bool,true,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,268,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L268
ShowDateDeletedColumn,bool,true,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,274,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L274
ShowPathColumn,bool,true,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,280,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L280
ShowOriginalPathColumn,bool,true,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,286,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L286
ShowSyncStatusColumn,bool,true,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,292,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L292
AutoSizeColumnsInDetailsLayout,bool,false,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,298,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L298
DetailsViewSize,DetailsViewSizeKind,DetailsViewSizeKind.Small,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,304,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L304
ListViewSize,ListViewSizeKind,ListViewSizeKind.Small,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,310,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L310
CardsViewSize,CardsViewSizeKind,CardsViewSizeKind.Small,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,316,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L316
GridViewSize,GridViewSizeKind,GridViewSizeKind.Large,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,322,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L322
ColumnsViewSize,ColumnsViewSizeKind,ColumnsViewSizeKind.Small,src/Files.App/Services/Settings/LayoutSettingsService.cs,99951c66928c4da714da8b1dd46039421182cbab,328,V,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Services/Settings/LayoutSettingsService.cs#L328
